SRA_accession_code	GEO_accession_code	pubmed_id	pmcid
SRP153810	GSE117131	30157427	PMC6542273
SRP135807	GSE111906	30052969	PMC6454448
SRP148500			
SRP075767	GSE81941	28938607	PMC5601703
SRP080112	GSE84943	27856734	PMC5137715
SRP090385	GSE87315	28062693	
SRP113623	GSE101917	30320555	PMC6188473
SRP131980	GSE110006	30046099	PMC6508550
SRP187355	GSE127754		
SRP111649			
SRP108515	GSE99626		
SRP135811	GSE111908	29731430	PMC5989695
SRP158687			
SRP162135			
SRP156762	GSE118305	30206152	PMC6166801
SRP077540			
SRP081444	GSE85535	28575659	PMC6611463
SRP058849	GSE69374	26074006	PMC4536073
SRP133853			
SRP149000	GSE114945		
SRP065603	GSE74570	27508874	PMC4985182
SRP121337	GSE106120	29254825	PMC5828961
SRP195777	GSE130804	31227717	PMC6588576
SRP095667		28216641	PMC5317003
SRP107462			
SRP136274			
SRP110500	GSE100464	29535300	PMC5849741
SRP137041	GSE112656		
SRP137673	GSE112695		
SRP079676	GSE84776	28587590	PMC5461714
SRP087936	GSE86791	27775709	PMC5140759
SRP095722			
SRP150310	GSE115649		
SRP091944			
SRP142360	GSE113348	30146127	PMC6128252
GSE63974	E-GEOD-63974	27749823	PMC5083132
SRP139891			
SRP050943	GSE63953	25737013	PMC4351962
SRP019984			
DRP004433			
SRP127714	GSE108621	29703889	PMC5923285
SRP040308			
SRP072847	GSE79898	27400875	PMC4940985
SRP070841	GSE78525		
SRP013463	GSE38356	22681889	
SRP092650			
SRP080001	GSE84927	28172828	PMC6078599
SRP075725			
SRP145663			
SRP079009	GSE84643	29234016	PMC5727029
SRP148721			
SRP091919	GSE89032	29084942	PMC5662751
SRP142468	GSE113585	29769722	
SRP077060	GSE83655		
SRP142606	GSE113655	30824702	PMC6397201
SRP061931	GSE71636	26365194	PMC4591253
SRP144499	GSE114016	30578319	PMC6329966
SRP127680	GSE108609	30061575	PMC6065308
SRP032426	GSE51933	24682306	PMC4003277
SRP148556	GSE114691	31248403	PMC6598374
SRP128622			
ERP115551			
SRP172461	GSE123320	30807238	PMC6463918
SRP078535	GSE84430	27519597	PMC4983003
SRP075705	GSE81748	28416141	
SRP092291	GSE89313	27930333	PMC5187696
SRP094696	GSE90977	28449707	PMC5408381
SRP169553	GSE122668	30712845	PMC6372356
ERP008608			
SRP107005	GSE98885	29045742	PMC5853965
SRP076338	GSE83145	29042623	PMC5645368
SRP124100			
SRP067763	GSE76316		
SRP093231	GSE89758	28371798	PMC5788037
SRP094853	GSE91387	29101021	PMC5990017
SRP183404			
SRP082675	GSE85983	30063705	PMC6086484
SRP148610	GSE114739	30379932	PMC6231673
SRP092098	GSE89196	28919206	
SRP075227			
SRP007405	GSE30286	22243745	PMC3270494
SRP117469			
SRP131054	GSE109378	30076926	PMC6309654
SRP061455	GSE71261		
SRP188223	GSE128191	31178404	PMC6650355
SRP078313	GSE84292	27574101	PMC5013636
SRP065806	GSE74690	27397025	PMC4942573
SRP136557	GSE112394	30659148	PMC6369806
SRP017044	GSE42035	24014546	PMC3809527
SRP051392	GSE64389	28475589	PMC5438180
SRP124141			
SRP062425	GSE72086	28031249	PMC5340970
SRP017598			
SRP154731	GSE117470	30201992	PMC6202223
SRP090578	GSE87453	27733775	PMC5729588
SRP019809			
SRP128261			
SRP155181			
SRP094629	GSE90913	28453527	PMC5409181
SRP135821	GSE111918	30709863	PMC6373749
SRP119636	GSE104744	29895674	PMC6072578
SRP083959	GSE86338	28763438	PMC5538645
SRP146064	GSE114472	31281487	PMC6587167
ERP005730			
ERP116197			
SRP087646	GSE86600	29749927	PMC5947988
SRP055882	GSE66582	27309802	
SRP105208	GSE98197	28320873	PMC5452723
SRP118869			
SRP121682			
SRP053227	GSE65655		
SRP070109			
SRP078318	GSE84299	28465321	PMC5470043
SRP200258	GSE132123	31391233	PMC6736727
SRP149625			
SRP161176	GSE119757	30511964	PMC6355239
SRP079932			
SRP093993	GSE90573		
SRP110757		28825709	PMC5910063
SRP093982			
SRP158288	GSE118723	31002671	PMC6474585
SRP173240	GSE123564		
SRP079155			
SRP080936	GSE85193	27855694	PMC5114730
SRP153815	GSE117133		
SRP094698	GSE90983	28794002	PMC5741092
SRP093363			
SRP107560	GSE99112	28948974	PMC5869067
SRP011401	GSE36391	22580950	
ERP011500			
SRP079387	GSE84737	28130359	PMC5354348
SRP078256	GSE84256	28059714	PMC5464786
SRP079880	GSE84832	28522536	PMC6309218
SRP095336	GSE92550		
SRP105853			
SRP109413			
SRP167281			
SRP099290			
SRP131193			
SRP125759			
SRP145457	GSE114279	30104715	PMC6089936
GSE24633	E-GEOD-24633	21402776	PMC3133364
SRP072739			
SRP076844	GSE83555	27452471	PMC5323095
SRP197247	GSE130939	31090541	PMC6534379
SRP077017			
SRP123610	GSE106521	29809168	PMC6063498
SRP150451	GSE115769		
ERP009881			
ERP014163			
SRP135301			
SRP059384			
SRP154573	GSE117446	31085178	PMC6521975
SRP020661	GSE45910		
SRP118346	GSE104064		
SRP158389	GSE116113	30361550	PMC6318298
SRP105978			
SRP095698	GSE92931	28714474	PMC5520053
SRP123179			
SRP118363			
SRP077043	GSE83684	28241004	PMC5348049
SRP126787			
SRP151069	GSE116142	31254133	PMC6797677
SRP093792	GSE90067	28875933	PMC5619947
SRP124959	GSE106882	30254319	PMC6156403
SRP111383	GSE100958	28854222	PMC5607212
SRP118988	GSE104331		
SRP076273	GSE83114	27493002	PMC4980457
SRP155716	GSE117845	30126922	PMC6172461
SRP123143			
SRP150566			
SRP011366			
SRP154144	GSE117225	30827895	PMC6456386
SRP123160			
SRP134187			
SRP095091	GSE92376	29425339	
SRP106467	GSE98547	30135582	PMC6128698
SRP183390			
SRP046732	GSE61250	25268051	PMC5414789
SRP077721	GSE83948	27889318	
SRP092642	GSE89546	28067667	PMC5272185
SRP124757			
SRP124139			
SRP165225	GSE121147	30355617	PMC6219731
SRP083899	GSE86304		
SRP071764			
SRP165498			
SRP185847	GSE126539	30955884	PMC6711371
SRP201041			
SRP063877	GSE73221	26489895	PMC4649257
SRP002106	GSE16631	20305017	PMC2860166
SRP074174			
SRP077945	GSE84061	28297666	PMC5987258
SRP090923	GSE87685	29066513	PMC5935134
SRP123166			
SRP212952	GSE133820		
DRP003926			
SRP076384	GSE83220		
SRP128701	GSE109032	29326099	PMC5877443
SRP179044	GSE125036	30773464	PMC6447453
GSE117761	E-GEOD-117761	30114334	
SRP078258	GSE84257	28355277	PMC5391973
SRP123135			
SRP128009			
ERP005226			
SRP093656	GSE90106	30120246	PMC6098065
SRP095617	GSE92891		
SRP094014	GSE90609	28333392	
SRP133555	GSE111168	32669100	PMC7362570
SRP045500	GSE60424	25314013	PMC4196925
SRP135163			
SRP162524	GSE120420	31037131	PMC6485183
SRP073790	GSE80611	27214048	PMC4927356
SRP151602			
SRP169623	GSE122717	31043749	PMC6628258
SRP124103			
SRP091932	GSE89055	28943313	PMC6322414
SRP096137	GSE93210		
SRP123085			
SRP123092			
SRP029761		24145514	PMC3832919
SRP107500			
SRP043336	GSE58594	25203323	PMC4159621
SRP181174	GSE125453		
SRP127511	GSE108496		
SRP070081	GSE77901	27210747	PMC4889529
SRP076811	GSE83529	27641628	PMC5323078
SRP072115			
SRP164924	GSE121065	30428356	PMC6321629
SRP173611			
SRP089915	GSE86953	30139811	PMC8783373
SRP095963			
SRP167647	GSE122088	30537512	PMC6294301
SRP107402			
SRP026264	GSE48234	24000894	PMC4054888
ERP009096			
SRP131642			
SRP094108	GSE90693		
SRP063973	GSE73313	28783679	PMC8530006
SRP096545	GSE93412	28416596	PMC5452343
SRP117432			
ERP016870			
SRP113121			
SRP073735	GSE80589	28404604	PMC5430218
SRP047473		25724692	
ERP004699			
SRP093393	GSE88829	28813658	PMC5654635
SRP125508	GSE107281	29211713	PMC5747964
ERP109722			
SRP080992	GSE85234	29187729	PMC5707349
SRP166274	GSE121559		
SRP131100	GSE109460	29791506	PMC5988312
SRP067082	GSE75765	26721685	PMC4888079
SRP057588			
SRP110559			
SRP168038	GSE122274	30507610	PMC6307966
SRP178872			
SRP124092			
SRP072570	GSE79729	31249869	PMC6594774
SRP117434			
SRP175039	GSE124579	30891496	PMC6415958
SRP123184			
SRP121681			
SRP052024		26041352	PMC4590451
SRP165503			
SRP078403			
SRP053092	GSE65504	26314864	PMC4566031
SRP107443			
SRP198676	GSE131362	31201155	
SRP092108	GSE89207	27916600	PMC5269474
SRP095282	GSE92522	28942923	PMC5772785
SRP045832	GSE60843	25936916	PMC4458197
SRP186572	GSE126922	31365869	PMC6697171
SRP069827			
ERP008810			
SRP124114			
SRP199007	GSE131533	31217192	PMC6719416
SRP123134			
SRP056926	GSE67634	26121046	PMC4485894
ERP107762			
SRP095025	GSE92333	28418928	PMC5438729
SRP079922	GSE84873	27641501	PMC7360335
SRP096909	GSE93735	28801231	PMC5572836
SRP002899	GSE22763	21973320	
SRP159412			
SRP076589	GSE83373	27452460	PMC4972643
SRP184297	GSE126198	31287004	PMC6613242
SRP123078			
SRP131505			
SRP123117			
SRP182078	GSE125676	30872492	
SRP048199			
SRP096044	GSE89899	28219337	PMC5319194
SRP120603	GSE105432	29784917	PMC6984964
SRP132230			
SRP096904	GSE93729	29420474	PMC5808607
SRP142491			
SRP077873	GSE83991	28125611	PMC5268430
SRP121040			
SRP043688			
SRP131755			
SRP122893	GSE106213	29758095	PMC6013373
SRP131782	GSE109860	30216339	PMC6157899
SRP096365	GSE93381	28323953	PMC6283433
SRP096364	GSE93380	28323953	PMC6283433
SRP073430	GSE80370	27171427	PMC4865133
SRP081101	GSE85328	27730210	PMC5055382
SRP117488			
SRP184231	GSE126169	31076528	
SRP044280			
SRP067737	GSE76291	26923714	PMC4773478
SRP041752	GSE57396	25002492	PMC4115559
SRP094548	GSE90856	28285904	PMC5774992
SRP096191	GSE93252	28138326	PMC5237642
SRP010374		22045228	PMC3222120
DRP004816			
SRP187371	GSE127758		
SRP058087	GSE68631	26455506	PMC4633630
SRP024287	GSE47735	24590763	PMC3949565
ERP016356			
SRP182089	GSE125685		
SRP026334	GSE48309	24507710	PMC3925372
SRP040711			
SRP096327	GSE93313	28232471	PMC5339682
SRP125477		29035391	
SRP067356	GSE75995	27009967	PMC4820810
SRP132555			
SRP198678	GSE131365	31149730	PMC6771914
SRP110203	GSE100384	29358049	PMC5786478
SRP094428	GSE90754		
SRP150769	GSE115950	30254319	PMC6156403
SRP080946	GSE85205	31042472	PMC6530801
SRP091726	GSE88841		
ERP015308			
SRP200482	GSE132217	31304985	PMC6717894
SRP098831			
SRP174347			
SRP103939	GSE97828	30228104	PMC6198473
SRP082384	GSE85813	27797949	PMC5203786
SRP193785	GSE130281		
SRP185713	GSE126457		
SRP092346	GSE89352	29133930	PMC5684131
SRP115393	GSE102595	31437148	PMC6726248
SRP034716	GSE53599	24910429	PMC4100070
SRP121154			
SRP107445			
SRP058086			
SRP119527	GSE104525	28846088	PMC5623139
SRP087624	GSE86581	28514447	PMC5485861
DRP004738		31321265	PMC6612617
SRP103754	GSE97544	28701918	PMC5487420
SRP050899	GSE63948		
SRP068485			
SRP159017	GSE119141	30397344	PMC6280189
SRP191615	GSE129455	31197017	PMC6727976
SRP176645	GSE124825		
SRP193243	GSE130110	31077406	
SRP076866	GSE83580	28463229	PMC5451227
SRP040594	GSE56248	24709624	PMC4052772
SRP077282	GSE83762	28812581	PMC5885759
SRP096655	GSE93566	29087293	PMC5703642
SRP107540			
SRP150764	GSE115943	30712874	PMC6402800
SRP101379			
SRP174862			
SRP056606	GSE67335	26214741	PMC4545301
SRP067174	GSE75842	29997117	PMC6080909
SRP038773	GSE55280	25400562	PMC4215623
SRP048892		23283079	PMC3596847
SRP124119			
SRP092331			
SRP092615	GSE89553	30645973	
SRP193530			
SRP002375	GSE21370	20424607	PMC2995450
SRP016088	GSE41538	23222520	
SRP174527			
SRP094525	GSE90847	28413068	PMC5510744
SRP112110			
SRP089712	GSE86824	30679692	PMC6346046
SRP096361	GSE93374	28166221	PMC5323293
SRP199294			
SRP094469	GSE90806	28166221	PMC5323293
SRP071601			
SRP212890			
SRP064257	GSE73523	27185732	PMC4869932
SRP117460			
SRP102699	GSE97184	28942917	PMC5670000
DRP003112		27142109	
SRP067451			
ERP001841			
SRP082572	GSE85946	27820602	PMC5482232
SRP115361	GSE102597	29033353	PMC9004284
SRP116250			
SRP067454	GSE76062	27197165	
SRP108257	GSE99409	28985358	PMC5737700
DRP003261		27646274	PMC5037409
SRP057109	GSE67786		
SRP212748	GSE133677		
SRP096085	GSE93162	30092402	PMC6083010
SRP096051	GSE89900	29101321	PMC5670228
SRP078950	GSE84592	27916275	PMC5236063
SRP144795	GSE114144	29975766	PMC6033450
SRP084418	GSE86418		
SRP082167	GSE85627	28459457	PMC5703070
SRP173594	GSE123927	30813567	PMC6429586
SRP094415	GSE90731	28111073	PMC5632530
DRP003868			
SRP060354	GSE70520	30630901	PMC6413693
SRP150352			
SRP052735	GSE65177	25729011	PMC4616261
ERP023948			
SRP092552	GSE89505	27916455	
SRP078238	GSE84234	28959968	PMC5789792
SRP131317	GSE103303		
ERP005295			
SRP084329	GSE86396		
SRP148945	GSE114850	30463017	PMC6338450
SRP078270	GSE84271	27568519	PMC5017921
SRP049097	GSE62544		
SRP120650			
SRP152471			
SRP165367			
SRP079681	GSE84786	26619789	PMC4664964
SRP124131			
SRP187773	GSE127963		
SRP040508			
SRP072176	GSE79492	27765027	PMC5073873
SRP090062	GSE87050	27406984	
SRP111429			
SRP077574	GSE83848	27912061	PMC5385895
SRP094057	GSE90652	28781169	PMC5575751
SRP092906	GSE89660	28089889	PMC5310991
SRP187828	GSE127980	31101625	PMC6676133
SRP078916	GSE84548	27798843	PMC5088568
SRP041053	GSE56636	24837440	PMC4023961
SRP025977		24553121	PMC4013162
SRP082755	GSE86028	27610572	PMC5019125
SRP082374	GSE85761	28347747	PMC5639703
SRP116194	GSE103116	30944353	PMC6447596
SRP156880			
SRP056153	GSE66879	26073078	PMC4679725
SRP135882	GSE111951	32175319	PMC7056730
SRP133547			
SRP079968	GSE84896	29088702	PMC5933935
SRP176444			
SRP056652			
SRP015856	GSE41096	23439652	PMC3624447
SRP124134			
SRP080921			
SRP159635	GSE119487	31311937	PMC6635394
GSE81602	E-GEOD-81602	27477908	PMC5893147
SRP148892	GSE114883	31710657	PMC6844474
SRP080339	GSE84995		
SRP126739	GSE108069	29929540	PMC6013885
SRP066758			
SRP071829			
SRP112117			
SRP083073	GSE86110	30232334	PMC6145892
SRP077055	GSE83697	31076359	PMC6929688
SRP007596	GSE27452	22502866	
SRP128898	GSE109082	29335024	PMC5769539
SRP109507			
SRP157610	GSE118451	31040210	PMC6525478
SRP188227	GSE128195	30992437	PMC6467886
SRP018707	GSE44366	24075990	
SRP092251	GSE89280	31682608	PMC6855564
SRP126516	GSE107934	29543133	
SRP078915	GSE84547	27798843	PMC5088568
SRP126417	GSE107868	30894694	
SRP067378	GSE76005	26780092	PMC4772672
SRP119445	GSE104614	29326691	PMC5733461
SRP094419	GSE90736	28367307	PMC5372344
SRP096964	GSE93765	29949764	PMC6411037
SRP023548			
SRP076708	GSE83467	28737769	PMC5600325
SRP119256	GSE104497		
SRP168254	GSE122346	30826729	PMC6402263
SRP127549	GSE108521		
SRP172579			
SRP093711	GSE90134	28951542	PMC5615048
SRP096355	GSE93359	29234059	PMC5727112
SRP094678			
SRP115113			
SRP136487	GSE112348	29862458	
DRP002819			
ERP006052			
SRP083082			
SRP112112			
SRP044124	GSE59168	25293778	PMC4239335
SRP083848	GSE86261	27697859	PMC5126291
SRP091714	GSE88888	32253373	PMC7136204
SRP127809	GSE108663	29311362	PMC5823012
SRP096081	GSE93159	29431744	PMC5908710
SRP096728	GSE93598	29898962	PMC6069956
SRP029656	GSE50676	24476892	PMC3973747
SRP130975	GSE109185	29481901	PMC6019602
SRP096024	GSE93132	28148637	PMC5363767
SRP089776	GSE86850	29343500	PMC5789415
SRP079900	GSE84820	29246443	
SRP118240			
SRP091521			
SRP112114			
SRP099376			
SRP018304			
SRP040659	GSE56295	24879428	PMC4079378
SRP068850	GSE77197	27009580	PMC4826467
SRP089898	GSE86947	28579396	PMC5511047
SRP115218	GSE102506	31015465	PMC6478686
SRP124121			
SRP117482			
SRP051705	GSE64677	25768906	PMC4386883
SRP079776			
SRP103040			
SRP083323	GSE86209	28577303	
SRP060325			
SRP189075	GSE128666	31243370	PMC6661172
SRP064626			
SRP070184		30069000	PMC6070528
SRP075338	GSE81559	28673932	PMC5556268
SRP193059	GSE130062	31289275	PMC6617456
SRP035505		24386461	PMC3875542
SRP188922	GSE128571	31286141	PMC7252443
SRP117449			
SRP084282	GSE86389	28370258	PMC5518198
SRP124115			
SRP066432	GSE75199	26655738	PMC4703005
SRP170628	GSE122900	31142573	PMC6622426
DRP003790		28893987	PMC5625915
ERP024583			
SRP094829	GSE91081	29235464	PMC5727434
SRP083755	GSE86225	30065074	PMC6172462
SRP103581			
SRP153396	GSE117089	30166440	PMC6571013
SRP121188			
SRP135815	GSE111910	30030774	PMC6156767
SRP108388			
SRP093273	GSE89798		
SRP092068	GSE89183	29551269	PMC5866246
SRP090933	GSE87694		
SRP155035	GSE117562	30380419	
SRP028384	GSE49433	24141703	PMC3839660
SRP096200	GSE93267	28705898	PMC5611955
SRP076671	GSE83436	28935935	PMC5608722
SRP107927	GSE99246	29296921	PMC5745129
SRP120628	GSE105471	29153837	PMC5733393
SRP133231	GSE110951	29986098	PMC6101502
SRP200072			
SRP102486	GSE97037	29198913	PMC5734932
SRP095728	GSE92949	28358093	
SRP066961	GSE75599	26680198	PMC4913787
SRP134101	GSE111527	30485812	
SRP093733	GSE90153	29422500	PMC5805689
SRP096890			
SRP166802	GSE121757	30605685	
SRP095626			
SRP133615	GSE111210	29695719	PMC5917026
SRP133768	GSE111163	29731431	PMC5993675
SRP135797	GSE111896	31227543	PMC6719422
SRP091775	GSE88946	28178884	PMC5466057
ERP024098			
SRP092343	GSE89349	30201712	PMC6166839
SRP009192	GSE33473	23622242	PMC3651894
SRP092590	GSE89532		
SRP200843			
DRP002580			
ERP105582			
SRP135881	GSE111949	29626127	
SRP033020	GSE52402	24400106	PMC3882257
SRP126212			
SRP126553	GSE107971	29472603	PMC5823945
ERP023082			
SRP052147			
SRP126260	GSE107770	29456968	PMC5801399
DRP004430			
DRP004627			
SRP150780			
SRP179696			
SRP174970	GSE124031	30858616	
SRP066955	GSE75648	27798604	PMC5812439
SRP049302	GSE62741	26780297	PMC4972409
SRP137096	GSE112686	29914715	
SRP144211	GSE113924	30213953	PMC6137178
SRP089693	GSE86817	27760330	PMC5086807
ERP007058			
SRP092509			
SRP066257			
SRP072734		27338705	
SRP093835	GSE90470	28077488	PMC5376969
SRP082679	GSE85988	27856324	PMC5333536
SRP166108			
DRP004804			
SRP126659	GSE108029	29538770	PMC5961145
SRP064910			
SRP124107			
SRP145003	GSE114193	29874580	PMC6174691
ERP014590			
SRP032980			
SRP093624	GSE90046	30382133	PMC6208373
SRP178207	GSE124881	30705058	PMC6400538
SRP126311	GSE107794	30833775	
SRP090688	GSE87519	28213091	PMC5421516
ERP009793			
SRP111353	GSE100937	29937225	PMC6046266
SRP044296			
SRP011279	GSE36274	22566621	PMC3361420
SRP128499	GSE108919		
SRP117955			
SRP150488			
SRP064420	GSE73698	26549455	PMC4654977
SRP127624	GSE108571		
SRP068944	GSE77262	27040500	PMC4826573
SRP132967	GSE110632	29954933	PMC6269303
SRP095254	GSE92496	28049151	PMC5210503
SRP118243			
GSE46441	E-GEOD-46441	24830720	
SRP164742	GSE121018		
SRP056833	GSE67541	26376863	PMC4634377
SRP166200		30833470	PMC6477908
SRP188999			
GSE70998	E-GEOD-70998		
SRP072384			
SRP017400	GSE42696		
SRP102186			
SRP120132	GSE105070	30377227	PMC6331652
SRP128491	GSE108906	30045983	PMC6146810
SRP119984			
DRP004718			
DRP002386		26290333	PMC4546090
SRP144926			
SRP074687			
SRP104149	GSE97904	28757165	PMC5550034
SRP108781	GSE99784		
SRP074735	GSE81257	27374332	PMC5004630
SRP200198			
SRP150414	GSE115732	30190287	PMC6170178
SRP077072	GSE83717	28081703	PMC5228096
SRP167443	GSE122043		
SRP109469			
SRP132495	GSE109615		
SRP049605	GSE63085	26873097	PMC4791844
SRP091890			
DRP002705			
DRP003753			
SRP091844	GSE88967	27941795	PMC5373480
SRP109530			
SRP188673	GSE128419	28798251	PMC5792185
SRP171635	GSE123180	30553769	PMC6358539
ERP023515			
SRP092900	GSE89633	27881411	PMC5336596
SRP124089			
SRP106220	GSE98413	28824171	PMC5563507
SRP126674	GSE108041	29451492	PMC5826275
SRP169616	GSE122712	30778252	PMC6673650
DRP002863		26700643	PMC4689518
SRP090496			
SRP094951	GSE92263	29480750	
SRP102075	GSE96758	29275866	PMC5760367
SRP075657	GSE81836	27386949	PMC4937599
SRP068412	GSE76824	28111200	
SRP108034	GSE99058	30129931	PMC6103262
SRP127385	GSE108429		
SRP127411	GSE108465	29217753	PMC5825863
SRP184230	GSE126165		
SRP080140			
SRP033129	GSE52514	24511118	PMC4073423
ERP009114			
SRP104758	GSE98073	30700819	PMC6354021
SRP106708	GSE98705	28576884	PMC5523659
SRP170612	GSE122886	30518625	
DRP004308			
SRP127811			
SRP068586	GSE76983	27345837	PMC4985539
SRP069200	GSE77487		
SRP103829	GSE97690	28535373	
SRP066449		23468496	PMC3648157
SRP003823	GSE24317	21135122	PMC3028645
ERP005749			
SRP100777	GSE95401		
SRP142342			
ERP014491			
SRP110806	GSE100685		
SRP128036	GSE108746	30111863	PMC6512331
SRP103844	GSE97713		
SRP033127			
DRP004517			
SRP186493	GSE126885	30996346	PMC6557120
SRP131353	GSE109542	29599246	PMC6626532
SRP211804	GSE133195		
SRP106184			
SRP101865	GSE96598	31662020	PMC6898850
SRP132194	GSE110142	30664650	PMC6341105
SRP155198	GSE117645	31242428	PMC7071827
