SRA_accession_code	GEO_accession_code	pubmed_id	pmcid
SRP063416			
SRP110199	GSE100392	29632659	PMC5887255
SRP072665			
DRP004432			
SRP131756			
SRP014791	GSE40064	23990805	PMC3749939
SRP055430	GSE66203	25821913	PMC4519828
SRP075101	GSE81437	28487411	PMC5470041
SRP110187	GSE100382	28825701	PMC5605457
SRP071570	GSE79061	27460988	PMC4972460
SRP096584		28108659	PMC5605243
SRP005400	GSE26753		
SRP076227	GSE82339	27618650	PMC5053883
SRP128648	GSE108995	30209219	PMC6166822
SRP112552	GSE101518	29118030	PMC5765368
SRP095573	GSE92858	29540811	PMC5852085
SRP111459	GSE101074	32048992	PMC7062471
SRP110765			
SRP110081	GSE100338	28587571	
SRP068162	GSE76606	27376470	PMC4955789
SRP103769	GSE97577	28211524	PMC5314319
SRP111555	GSE101209	29610481	PMC5893414
SRP111763			
SRP111511	GSE101132		
SRP113604	GSE101904	29669295	PMC5935461
ERP113537			
SRP095483	GSE92341	29066510	PMC5754241
SRP100621	GSE95231	29030402	PMC5679409
SRP099303	GSE94802	28274610	PMC5411265
SRP194624	GSE130644		
SRP112723	GSE101575	29079285	
SRP115956	GSE102556	28825715	PMC5734943
SRP070551	GSE78082		
SRP094962	GSE92282	28034915	
DRP004731			
SRP020492	GSE45735	23900141	PMC3728595
SRP116256	GSE103095	30723171	PMC6530478
SRP114707	GSE102188		
SRP115455	GSE102661		
SRP117316	GSE103729	30698808	PMC6412124
SRP107535			
SRP071883			
ERP008445			
SRP075211	GSE81469		
SRP082313	GSE85799		
SRP090251	GSE87187	29249359	PMC5766423
SRP068520	GSE76929		
SRP067535			
SRP042287	GSE57980	25758767	PMC4502791
SRP113171	GSE101668	29760071	PMC5984534
SRP065840	GSE74720	27418407	PMC4947178
SRP115910	GSE102880	30185628	PMC6214763
SRP077255	GSE83736	27926862	PMC5177621
SRP115641	GSE102780	30324908	PMC6191286
SRP117175	GSE103650	28939678	PMC5898809
SRP115472	GSE102674	31113850	PMC6584619
SRP124955	GSE106874	29691780	
SRP114824	GSE102250	30224647	PMC7398719
SRP158750	GSE119008	30886106	PMC6452743
SRP115429			
DRP004300		29939295	PMC6158488
SRP116955	GSE103409	28887438	PMC5674883
SRP116140	GSE103068	29454094	
SRP011535			
SRP100364	GSE95079	29415187	
SRP026620	GSE48599	24525231	PMC3949484
SRP200541			
SRP058944			
SRP008479			
SRP066776	GSE75477	26997483	PMC4826308
SRP125460	GSE107259	29643462	PMC5895842
SRP093877	GSE90489	31194824	PMC6564028
SRP067649	GSE76223	26653852	PMC4758985
SRP116979	GSE103518	30405130	PMC6220262
SRP022177	GSE46730	24530304	PMC4010157
SRP076978			
SRP074829	GSE81311	27783593	PMC5317374
SRP084383	GSE86408	28831049	PMC5567270
SRP083758			
SRP051850	GSE64815	27322469	PMC4909610
SRP125173	GSE107035	30604748	PMC6318322
SRP050242			
SRP095428			
SRP182720	GSE125784	30862784	PMC6414608
SRP089922	GSE86956	28255028	PMC5376761
SRP115476	GSE102676	29051608	PMC5648893
SRP116727			
ERP105365			
SRP076434			
SRP049714	GSE63190	25925588	PMC4438513
SRP115498	GSE102698	29153838	PMC5799016
SRP193886	GSE130338	31185909	PMC6558777
SRP089894	GSE86941	30485549	
SRP136501	GSE112358	30218073	PMC6138688
SRP128552	GSE108965	29351906	PMC5817967
SRP115907	GSE102873	29348408	PMC5773608
SRP117435			
SRP067914	GSE76404	28389524	PMC5495909
SRP027538			
SRP139889			
SRP117020	GSE103584	30325352	PMC6190740
SRP144914	GSE114164		
SRP117010			
SRP191843	GSE129598	31141697	PMC6547019
SRP028399	GSE49459	24289259	PMC4054604
SRP126786	GSE108106	28404638	PMC5454509
SRP126335	GSE107785	29499155	PMC5929163
SRP176670	GSE124830	30914438	PMC6504223
SRP069803	GSE77717	27760051	PMC5096930
ERP104046			
SRP089882	GSE86931	30449946	PMC6224845
SRP131065	GSE109296	29722104	PMC6029837
SRP114529	GSE102128	29396410	PMC5797251
SRP174040			
SRP052044	GSE64902	27384705	PMC4941050
SRP131312	GSE103293	29593326	
SRP131338	GSE103390	29187810	PMC5695161
SRP115937	GSE102934	29724792	PMC5991513
SRP115188	GSE102476	28960747	
SRP124967	GSE106888	31230860	PMC6684137
SRP105458			
SRP167434	GSE122058	31332193	PMC6646406
SRP096589	GSE93526	28915071	PMC5806000
SRP080912			
SRP089927	GSE86910	28504707	PMC5771482
SRP114793	GSE102244	28874392	PMC5626408
SRP052998	GSE65473	26302407	PMC4699446
SRP110493	GSE100454	30139969	PMC6107654
SRP117644	GSE103846	29662178	
SRP133029	GSE110767		
ERP015850			
SRP162023	GSE120115	30886186	PMC6423257
SRP052624	GSE65118	26955760	PMC4786870
SRP141317	GSE113101	30590765	PMC6393300
SRP083962	GSE86344	28498804	PMC5542220
SRP109095	GSE99977	31109287	PMC6528199
SRP017874	GSE43410	23094851	PMC3553295
SRP107438			
SRP106204		27456153	PMC5595103
SRP117061	GSE103461	29378846	PMC5880154
SRP116086	GSE103035	29193784	PMC5783879
SRP158900			
SRP115628	GSE102762	29757189	PMC5983322
SRP098484			
SRP144047	GSE113864	29880602	PMC6043907
SRP087720	GSE86611		
SRP158578	GSE118895		
SRP114689	GSE102170	29035390	
SRP116552	GSE103252	28967884	PMC5685549
ERP021667			
SRP068159	GSE76602	26904942	PMC4790111
SRP069188	GSE77449	27838510	PMC5205556
SRP133379			
SRP100825			
SRP202079	GSE133121		
SRP112900	GSE101601	29180631	PMC5703850
SRP095361	GSE92592	28230051	PMC5331226
SRP102285	GSE96907	28782836	PMC5732041
SRP082391	GSE85727	27591185	PMC5085833
SRP128611			
SRP185894	GSE126564	30795624	PMC6406812
SRP107558	GSE99109		
SRP152885	GSE116831	30893315	PMC6443185
SRP117628	GSE103843	29873416	PMC6175245
SRP180007	GSE125282	31253868	PMC6755966
SRP115959	GSE102956	29861287	PMC6023751
SRP069884	GSE77808	27465917	PMC5025899
SRP075806	GSE81965	28545587	PMC5444103
SRP091303			
SRP018779	GSE44461	26090325	PMC4467834
SRP139147			
SRP126293			
SRP116934	GSE103495	30991027	PMC6812656
SRP090295	GSE87212	28814511	PMC5698063
SRP090552	GSE87426	27012629	PMC4808243
ERP016433			
SRP153058	GSE116943	30626869	PMC6327059
SRP041622	GSE57252	25362847	PMC4226900
SRP119007			
SRP082419			
SRP070649	GSE77929		
SRP117154	GSE103630	28864476	PMC6668729
SRP139546			
SRP090337	GSE87290	27230130	PMC4919157
SRP109992			
SRP108505	GSE99552	29563139	PMC6150856
SRP117576	GSE103792	30772380	
SRP126402	GSE107848	29215599	PMC5751259
SRP115481	GSE102683	29095436	PMC5775409
SRP048858			
SRP046114	GSE61098	26144867	PMC4506538
SRP135729			
SRP145529	GSE114351		
SRP066613	GSE75330	27284195	PMC5221728
DRP001110			
SRP115565	GSE102737	29765414	PMC5896227
SRP107048			
SRP015725	GSE40819	23431331	PMC3677263
SRP122528	GSE106289	30176893	PMC6122649
SRP160510	GSE119700	32150510	PMC7549707
SRP145129			
SRP176407	GSE124720	31597964	PMC6858563
SRP149433			
SRP115040	GSE102371	29569324	
SRP173735			
SRP141141			
ERP008773			
SRP127372			
SRP132271	GSE110197	29686017	PMC5959210
SRP150351	GSE115686		
SRP108748	GSE99758		
SRP123080			
ERP106132			
SRP109093	GSE99974	31109287	PMC6528199
SRP144196			
SRP070074	GSE77893		
SRP125899			
SRP070152	GSE77941	27050515	
SRP091948			
SRP100645	GSE95304	28411283	PMC5400527
SRP139904			
SRP099598			
SRP114504	GSE102113	30449621	PMC6295233
SRP090131	GSE87087	28236660	PMC5527468
SRP050260	GSE63634	26719341	PMC4813467
SRP066065	GSE74920	26930384	PMC4844863
SRP117431			
SRP074852	GSE81322	28604729	PMC6005702
SRP117046	GSE103528	29894694	PMC6191185
SRP011378	GSE36350	22815530	PMC3445765
SRP090756	GSE87563	28202510	
SRP052301	GSE65017	26016560	PMC5034750
SRP159656	GSE119509	30566880	PMC7271981
SRP051370	GSE64357	26371508	PMC4566030
SRP092975	GSE89672	28800922	
SRP092519	GSE89476	28134626	PMC5330728
SRP140449	GSE113164	30139326	PMC6107955
SRP059729	GSE70097	27545718	PMC4992951
SRP113258	GSE101722	28842399	PMC5652601
SRP124123			
ERP015730			
SRP076389	GSE83228		
SRP117443			
SRP091778	GSE88949		
SRP038971	GSE55377	24812086	PMC4101655
SRP102087	GSE96774	30995283	PMC6504078
SRP068458	GSE76864	26944202	PMC4838502
SRP094619	GSE90926		
SRP028515	GSE49485	24892994	
SRP060397			
SRP030211		24759411	PMC4139287
SRP094924	GSE92241	29358086	PMC5830947
SRP096062	GSE89942	28114302	PMC5302127
SRP096070	GSE93153	28095508	PMC5240991
SRP064862	GSE74064	27135740	PMC4899191
SRP126169			
SRP060348	GSE70513	26178981	PMC4577887
ERP105017			
SRP126199			
SRP168224	GSE122315	30723492	PMC6349826
SRP059215			
ERP111880			
SRP148883	GSE114878		
SRP067728			
SRP076800			
SRP007541		22627775	PMC3383970
SRP065423	GSE74429	27058937	PMC4826481
SRP057827		26004318	
SRP107968	GSE99278	29613827	PMC5997166
SRP069348			
SRP118760	GSE104176		
SRP109666	GSE100206	26138677	PMC4528056
SRP194498	GSE130604		
SRP072492	GSE79668	27282075	PMC5423196
SRP118250			
SRP117475			
SRP155470			
SRP181233		29851301	PMC6330540
SRP117492			
SRP026340	GSE48321	25210130	
SRP121132			
SRP119391	GSE104581		
SRP150819			
SRP097202	GSE93870	28442752	PMC5457678
SRP098651	GSE94339		
SRP040426			
SRP109183			
SRP072027			
SRP090658	GSE87497	27981244	PMC5125403
SRP102295	GSE96917	28541300	PMC5458519
SRP102148			
SRP101726	GSE96077	29305255	
SRP115258			
SRP093406			
SRP144905	GSE114159	30053898	PMC6062919
SRP115685			
SRP057200	GSE67932	26450706	PMC4677888
SRP102441	GSE96999	28495677	PMC5513074
SRP093903			
SRP173543			
SRP035272		24670657	
SRP124111			
SRP187483			
SRP028340			
SRP052105			
SRP101731			
SRP124095			
SRP095674	GSE92917		
SRP101669	GSE96056	28994650	PMC5669633
SRP113452	GSE101798	29276487	PMC5727020
SRP102020	GSE96714	28388414	PMC5388891
SRP102685	GSE97165	28863153	PMC5580991
SRP109626	GSE100146	30660649	
SRP109786	GSE100232		
ERP023564			
SRP022138	GSE46678		
SRP165652			
SRP118207			
SRP070780			
SRP101505	GSE95785	29085060	PMC5662721
SRP174529	GSE124399		
SRP171077			
SRP172497			
SRP068453			
SRP015741	GSE40859	23112178	PMC3503179
SRP107896			
ERP019546			
SRP058234	GSE68791	26642120	PMC4867882
SRP067834	GSE76359	26883548	PMC4757795
SRP067282	GSE75946		
SRP124099			
SRP110145	GSE100355	30116021	PMC6095852
SRP119291			
SRP067934	GSE76433	26818199	PMC4728775
SRP144907	GSE114158	31869285	PMC7052567
SRP068435	GSE76853	28562591	PMC5505514
SRP119165	GSE104458		
SRP017255	GSE42411	23688780	PMC3735658
SRP153018	GSE116910		
SRP006969	GSE29651	21848399	
ERP016302			
SRP151722	GSE116481	30420752	PMC7001730
SRP123172			
SRP119607	GSE104730	29396493	PMC5797120
SRP120023	GSE105022	29078328	PMC5692555
SRP109318	GSE100099	28825732	PMC5629117
SRP016626	GSE41786	23200856	PMC3534910
SRP112116			
SRP072289	GSE79578	29061959	PMC5653659
SRP022132	GSE46664	23935527	PMC3731222
SRP105607			
SRP035251			
SRP092221			
SRP115208			
SRP142630	GSE113681	30940071	PMC6444545
SRP123145			
SRP119687	GSE104782	30026257	PMC6317448
SRP174495	GSE124387	31024237	PMC6460510
SRP105939			
SRP120050			
SRP102436	GSE96995	28521131	PMC5523817
SRP042029			
SRP095672	GSE92914	30241526	PMC6148962
SRP123084			
SRP093883	GSE90491	28416184	PMC5425402
SRP163058	GSE120712		
SRP150241	GSE115608		
SRP038892			
SRP119788			
SRP155770	GSE117882	30189656	PMC6162397
SRP051740			
SRP123132			
SRP201217	GSE132618		
SRP133806			
SRP116310	GSE103167		
SRP124106			
SRP108050	GSE99308	30364302	PMC6193065
SRP109000	GSE99888	29912866	PMC6029811
SRP173671	GSE123992	30726206	PMC6364870
SRP150131			
SRP007487	GSE30581	22379031	PMC3934760
SRP042248	GSE57960	25297548	PMC4321538
SRP058004	GSE68542		
SRP112106			
SRP042136		25060816	PMC4309465
SRP173668	GSE123987	30881311	PMC6405515
SRP133736			
SRP029894			
SRP149637			
SRP153037	GSE116907	31000582	PMC6610760
SRP103839	GSE97693	30498128	
SRP120616	GSE105452	30765193	PMC6436961
SRP119173	GSE104462	31108460	PMC6526247
SRP056539	GSE67266		
SRP017799	GSE43316	27434270	PMC4951087
DRP004066			
SRP150413	GSE115730	31358769	PMC6662701
SRP119002	GSE104348	29305462	PMC6049088
SRP124102			
SRP045544			
SRP150119			
SRP075940			
SRP066438	GSE75213		
SRP049765			
SRP103200			
SRP162455	GSE120364		
ERP017710			
SRP075325			
SRP073253		27595394	PMC5340502
SRP113256			
SRP075546	GSE81756	27474899	PMC6638281
SRP114315			
SRP071231	GSE78962	27562560	
SRP027378	GSE48862	29898663	PMC6000939
ERP013700			
SRP120979	GSE105792		
SRP097703	GSE94026		
SRP111173	GSE100855	28704716	PMC5731452
SRP124109			
SRP118373			
SRP119996	GSE104995	30291229	PMC6173731
SRP026577			
SRP128511			
SRP175492			
SRP119919	GSE104950	29311158	
SRP135539			
SRP190521			
SRP036442	GSE54673	24841254	PMC4026228
SRP199749			
SRP185578	GSE126406	31024170	PMC6796926
SRP149290			
SRP119923			
SRP117453			
SRP032163	GSE51733	24448406	PMC3896118
SRP064417	GSE73695		
SRP155734			
SRP190513	GSE129300	31049488	PMC6488722
SRP120501	GSE105169	31160600	PMC6547686
SRP078466		28699403	PMC6326384
SRP055912	GSE66619	26642091	PMC4703328
ERP113696			
SRP050162			
SRP118629	GSE104141		
SRP165492			
SRP095747	GSE92981	28623314	PMC5473931
SRP071124	GSE77304	27019226	PMC4837106
SRP176640	GSE124819	32226812	PMC7093805
SRP136566	GSE112399	30564267	PMC6288178
SRP119315	GSE104542	29229751	PMC5800801
SRP125997	GSE107582	29337114	PMC5830961
SRP066717			
SRP119437	GSE104607	30086262	PMC6219903
SRP168285	GSE122349		
SRP130934	GSE108773	30329085	PMC6326780
SRP069852	GSE77769	28348165	PMC5453327
SRP183479	GSE126057	30877790	PMC6458915
SRP118136	GSE104020	29164052	PMC5673842
SRP100402			
SRP061788	GSE71531		
SRP130181			
SRP057876	GSE68462	27374225	
SRP010039	GSE34742		
SRP034868	GSE53762	24472155	PMC4021616
SRP154013	GSE117160	30198908	PMC6159960
SRP197473			
SRP213458	GSE133917		
SRP119970	GSE104985	30472020	PMC6310147
SRP057446			
SRP090057			
SRP063456	GSE72787		
SRP084288	GSE86392	29098013	PMC5634580
SRP120585	GSE105414	29209594	PMC5702449
SRP014913	GSE40211		
SRP066319			
SRP069187	GSE77454	28191871	PMC5305219
SRP077692			
SRP131436			
SRP021117			
SRP026709			
SRP124536	GSE106653		
SRP120946	GSE105771	30224801	PMC6202210
SRP119657	GSE104756	32306892	PMC7168886
SRP154574	GSE117447		
ERP110446			
SRP119610	GSE104736	29228002	PMC5724894
SRP068356	GSE76771	26960794	PMC4850040
SRP058388	GSE68949	26534908	
SRP136564	GSE112397	30475985	PMC6753589
SRP161485	GSE119795		
SRP110041			
SRP164731	GSE121013		
SRP119676	GSE104766	29152775	
SRP162153	GSE120195	32512829	PMC7312807
SRP105960			
SRP009350			
SRP072021			
SRP041920	GSE57598		
SRP197299	GSE130946		
SRP119047	GSE104308	29316427	PMC5764110
SRP118741	GSE104174	29348297	PMC5890626
SRP022148			
SRP192132	GSE129685	31336727	PMC6681357
SRP092379		28298518	PMC5385957
SRP125988	GSE107572	31126321	PMC6534875
SRP123597	GSE106512	30158951	PMC6103486
SRP079236	GSE84699	29958803	
SRP188772			
SRP133075	GSE110804	30092282	PMC6367062
DRP005161			
SRP071238	GSE78965	27182554	PMC4863241
SRP148407			
SRP181928	GSE125619	31428777	PMC6876262
SRP150254			
SRP166962	GSE121857	30517867	PMC6324198
SRP125441	GSE107181	30335683	PMC6343954
SRP070425	GSE77980	26951663	PMC4812709
SRP124156	GSE106545	29379210	
SRP126145	GSE107693	30121621	
SRP074286	GSE81062	27325891	PMC4925018
SRP022171			
SRP150843			
SRP125662			
SRP066910	GSE75616	27739137	PMC5396376
SRP073793			
SRP173531			
SRP187222			
SRP028180	GSE49155	24618292	PMC4059064
SRP125403	GSE107222	30880155	
SRP117450			
SRP039438			
SRP057849	GSE68448	26268215	PMC4535395
SRP107380			
SRP125992	GSE107580	31320637	PMC6639357
SRP185454	GSE126379	31619767	PMC7182534
SRP111720	GSE101334	28886383	PMC5607351
SRP148889			
SRP124161	GSE106543	29352091	PMC5931334
SRP125636			
SRP125962	GSE107601	29254993	PMC8108069
SRP071139	GSE78883		
SRP095478			
SRP054846			
SRP188702			
DRP003494			
SRP124243	GSE106564	30190462	PMC6127298
ERP104234			
SRP186007	GSE126629	32433963	PMC7306179
SRP121331	GSE106119	29560130	PMC5849194
SRP094588			
ERP009904			
SRP126175			
SRP124875	GSE106848	30352813	
SRP149309	GSE115067	30277459	PMC6173583
SRP003156	GSE23217	21113019	PMC3074118
SRP122507	GSE106272		
SRP032791		24140866	PMC3927540
SRP125752			
SRP001418	GSE18041		
SRP185448			
SRP144418			
SRP060490			
ERP014497			
SRP017786			
SRP065503	GSE74497	26799317	PMC4723043
SRP048217			
SRP100614	GSE95274		
SRP064346	GSE73609	27655842	PMC5134975
SRP124954	GSE106873		
SRP118252			
SRP008779		22047402	PMC3219749
SRP065740	GSE74643	26683846	PMC4980008
SRP166560	GSE121697	30287279	PMC6293317
SRP067092	GSE75778	26948890	PMC4795980
SRP035224			
SRP129021	GSE109148	29959558	
SRP015943	GSE41124	23143395	PMC4019071
SRP064155	GSE73391	27113499	PMC4996761
SRP122941	GSE106336	29170413	PMC5701042
ERP009901			
ERP017039			
SRP048898			
SRP070581	GSE78127	27117588	PMC4853422
SRP051848	GSE64813	25754082	PMC4565790
SRP116715			
SRP064461			
SRP100457	GSE95138	28366282	PMC5392497
SRP113759	GSE101998		
SRP079918	GSE84868		
SRP198458	GSE131234		
DRP004279			
SRP050607	GSE63911	25526753	PMC4320470
SRP078311			
SRP124220			
SRP056137	GSE66861	26689712	PMC4687377
SRP079691	GSE84803	27926877	PMC5179036
SRP065821			
SRP069245	GSE77541	27580029	PMC5136292
SRP064790	GSE73993	26996599	PMC4826731
SRP105346	GSE98284	28569170	PMC5452414
SRP126026	GSE107620	30240750	PMC6147024
SRP123065	GSE106368	29967381	PMC6028389
SRP112884	GSE101624	28869965	PMC6066372
SRP111527			
SRP131778	GSE109850	30297796	PMC6175928
SRP125571			
SRP073442	GSE80382	31024170	PMC6796926
SRP080794	GSE85088	27638884	PMC5159541
SRP166979	GSE121794		
SRP192710	GSE129848		
SRP121445	GSE106148	29514095	PMC6368357
SRP009882	GSE34519	22305566	PMC3682187
SRP128139	GSE108779	30448535	
SRP108493			
SRP013580			
SRP118408			
SRP126068	GSE107646	30992377	PMC6500157
SRP109454			
SRP104062			
SRP059588			
SRP107184	GSE98899	29151585	PMC5886055
ERP005495			
SRP053202			
SRP176409	GSE124723	31278070	PMC6642288
SRP048539			
SRP102731			
SRP149490	GSE115188	29912970	PMC6005571
SRP171064	GSE123080	30620726	PMC6391105
SRP152491			
SRP137014	GSE112641	30205482	PMC6163882
SRP048743	GSE62170	25847616	
SRP072851	GSE79917	27210757	PMC4889472
SRP145500			
SRP019054		23800085	PMC4053977
SRP124355		25728775	PMC4375619
SRP152651	GSE116760	31146973	PMC6650374
ERP107625			
SRP059372	GSE69783	26836372	PMC4884788
SRP124332			
SRP068423			
SRP179634	GSE125125	30747709	PMC6389288
SRP170742	GSE122953		
SRP109351		29150442	PMC5766951
SRP155892	GSE117961	30863790	PMC6412672
SRP102891			
SRP074846	GSE81336	28483703	
SRP188077	GSE128093	31015473	PMC6478911
SRP134960	GSE111714		
SRP127681	GSE108611		
SRP194302	GSE130530	31269440	
SRP071039	GSE78809	28963396	PMC5686552
SRP114829			
SRP123108	GSE106359		
SRP183695	GSE126087	30922876	PMC6533132
SRP171069			
ERP002176			
SRP064956		26167768	PMC4536769
SRP125671	GSE107363	29137139	PMC5713364
SRP154450	GSE117378		
SRP125359			
SRP213158	GSE133886	31413369	PMC7025879
SRP127490	GSE108484	30344043	PMC6382071
SRP191392	GSE129458	31461625	
SRP034629	GSE53506	25333635	PMC4204901
SRP169119	GSE122644		
SRP121474	GSE106169	29343522	
ERP105474			
SRP105777			
SRP192368	GSE129725		
SRP125023	GSE106917	29199958	PMC5739540
SRP131169	GSE109528		
SRP080797	GSE85089	28982763	PMC5666678
SRP117163			
SRP184464	GSE126205		
SRP188564	GSE128392	31043744	PMC6533917
SRP105803	GSE98407	29773794	PMC5958137
SRP074240	GSE80990	29499132	PMC6022402
SRP166459	GSE121667	30995674	PMC6657343
SRP123589	GSE106503	29662176	PMC5920728
SRP067628	GSE76198	27565344	PMC5248659
SRP146080			
SRP165788	GSE121278	30305290	PMC6215399
SRP103878	GSE97768		
SRP070055			
SRP126165	GSE107707	30537514	PMC6352909
SRP125394	GSE107216	29590434	PMC5961008
SRP065767	GSE74660	27326930	PMC4918105
SRP173600	GSE123935	30881311	PMC6405515
SRP067091	GSE75775	27466344	PMC6601882
SRP139916			
SRP055461	GSE66243	26644408	PMC4751687
SRP067636	GSE76205	28575117	PMC5456044
SRP063515	GSE72847	29398116	PMC6414217
SRP067523	GSE76118	27840109	PMC5130110
SRP124650	GSE106693	29557781	PMC5927768
SRP191729			
SRP181219	GSE125486	31054975	PMC6588463
SRP029939			
SRP074330	GSE81082		
SRP060686			
SRP073927			
SRP074763	GSE81285	27880763	PMC5143278
SRP056026			
SRP000935			
SRP066437	GSE75211	27211859	PMC5032147
SRP123348	GSE106417	30538335	PMC6294324
SRP125001	GSE106899	29794131	PMC6618293
SRP151417	GSE116323	30453164	PMC6240601
SRP136486	GSE112347		
SRP051519	GSE64428	25603933	PMC4365031
SRP125954	GSE107552	29622030	PMC5887227
SRP067735	GSE76288	27871486	PMC5101187
SRP126388	GSE107840	29728366	PMC5991525
SRP064376	GSE73653	26646932	PMC4672889
SRP183186			
DRP004715			
SRP154536			
SRP125739	GSE107413	29358404	PMC5819416
SRP006839		21940835	PMC3246203
SRP012047		22965124	PMC3488244
SRP121232	GSE106092	29167454	PMC5802686
SRP125594	GSE107308	31215457	PMC6582465
ERP002113			
SRP173344	GSE123738	30814732	PMC6546093
SRP143392	GSE113733	30557298	PMC6312353
SRP071355	GSE79039	27261277	PMC4917422
SRP124834	GSE106804	29330365	PMC5766611
SRP108621	GSE99683	30170813	PMC6345262
DRP005035			
ERP022197			
SRP188194	GSE128166	31000603	PMC6511064
SRP126336	GSE107787	30566858	PMC6433478
SRP068926	GSE77231	29066438	PMC5721832
SRP057517	GSE68112	26891448	PMC4758756
SRP161812	GSE120002		
SRP074337			
SRP157929	GSE118545	30254108	PMC6169839
SRP081089	GSE85316	27798619	
SRP062946	GSE72491	29866654	PMC6066754
SRP149798	GSE115156	30782076	
SRP058228			
SRP183378			
SRP173765	GSE124000		
SRP053545			
SRP159286	GSE119343		
SRP092389	GSE89378		
SRP043080	GSE58335	25385641	PMC4250124
SRP058544	GSE69097	26193633	PMC4563735
SRP082943			
ERP106765			
SRP153363			
SRP188076	GSE128092	30624206	PMC6326728
SRP019266	GSE45152	24003143	PMC3780890
ERP108476			
SRP173258	GSE123595	30760602	PMC6410870
SRP134279			
SRP022252	GSE46815	24520039	PMC3976434
SRP194432			
SRP071585			
SRP172789	GSE123469		
SRP125959	GSE107574	29234067	PMC5727190
SRP094121	GSE90712	28065642	PMC5311464
SRP109514			
ERP014500			
ERP009894			
SRP126454			
SRP082545			
SRP116231			
SRP187185	GSE127683	31033441	PMC6504235
SRP029884	GSE50766		
SRP124449	GSE106601	30262910	PMC6160436
SRP048205			
SRP075665	GSE81847	30177952	PMC6109778
SRP126429			
ERP002459			
SRP036167			
SRP029961	GSE50915	24637641	
ERP114243			
SRP059518			
SRP059688	GSE70046		
SRP121683			
SRP019503			
SRP144088	GSE113878	30354230	PMC6221394
SRP076740	GSE83498		
ERP008782			
SRP187466	GSE127809	30926669	PMC6475439
SRP133373	GSE111048	30372516	PMC6587461
SRP183375			
SRP132387	GSE110293		
SRP056930	GSE67646	26145176	PMC4518039
SRP127054	GSE108288	29999500	PMC6159975
SRP121050			
SRP052802			
SRP124113			
SRP126214	GSE107744		
SRP186161			
SRP055034	GSE65932	25758221	PMC4360176
SRP201688			
SRP038722			
SRP007609			
SRP126517	GSE107935	29326596	PMC5736872
SRP111954	GSE101463	29560857	PMC5862528
ERP008787			
SRP071563			
SRP186866	GSE127176	31286660	PMC6680166
SRP010815	GSE35626	22373576	PMC3321212
SRP118246			
SRP121677			
SRP006214	GSE27517	21700726	PMC3153974
SRP074864	GSE81357	29490982	
SRP062585			
SRP057177	GSE67892	27219007	PMC4878738
SRP149878			
SRP131078	GSE109303	30032201	PMC6344094
SRP112111			
DRP004986			
ERP008764			
SRP075332	GSE81555	27760309	PMC5081406
SRP041297			
ERP009862			
DRP004871			
SRP116945	GSE103435		
SRP184257	GSE126183	30902969	PMC6430802
SRP183059			
SRP165369			
SRP117493			
SRP081184			
SRP109402			
SRP148999	GSE114943	31150620	PMC8157517
SRP091394	GSE87848		
ERP014498			
SRP127326	GSE108392	30005669	PMC6045882
SRP131326	GSE103329	29025069	PMC6109229
SRP045828	GSE60837	26844272	PMC4703711
SRP151503	GSE116364		
SRP183411			
SRP117575	GSE103791		
SRP133058	GSE110791		
ERP008796			
SRP007595	GSE30986		
SRP102538			
SRP078499	GSE84401	31171699	PMC6601511
SRP094578	GSE90894	28111071	PMC5302508
SRP109499			
SRP193156	GSE130104	31363087	PMC6667471
DRP002858			
SRP118248			
SRP186868			
SRP094490	GSE90824	28790031	PMC5628145
SRP123074			
SRP054169			
SRP105578			
SRP159956	GSE119606	30539787	PMC6282644
SRP132981	GSE110713	29867773	PMC5964132
SRP109510			
SRP067288	GSE75951	27642011	PMC5059138
SRP115036			
SRP150019			
SRP075208	GSE81466	27802172	
SRP123079			
SRP127606			
SRP093917	GSE90516	31488212	PMC6727560
SRP080120	GSE84946		
SRP152871	GSE116817	30456386	PMC6238411
SRP082416	GSE85855	27713415	PMC5059784
SRP109444			
SRP158112	GSE118628	30232263	PMC6176614
SRP026035	GSE47948	22981692	PMC3462286
SRP118245			
SRP087467	GSE86526	28432220	PMC5465836
SRP093784	GSE90059	28875933	PMC5619947
SRP130864			
SRP106666			
SRP019476			
SRP127579	GSE108541	29997232	PMC6125218
SRP090924	GSE87633	28942919	PMC7895295
SRP116236			
SRP155087			
SRP093647	GSE89992	29439001	PMC5839756
SRP009219		22155428	
SRP081242	GSE85450	27956603	PMC5240722
SRP142547			
SRP090395	GSE87321		
SRP120554	GSE105216	29296884	PMC5729633
ERP002295			
SRP133891			
SRP128920	GSE109090	29625070	PMC5957284
SRP090858	GSE87632		
SRP173389	GSE123813	31359002	PMC6689255
SRP074281			
SRP076391	GSE83229	27453471	PMC4985267
SRP083135	GSE86148	27864472	PMC5238794
SRP106159			
ERP012180			
SRP107278			
SRP109194			
SRP073030			
SRP095955	GSE93090	28855339	PMC5617306
SRP123187			
SRP105832			
SRP107277			
SRP077634	GSE83897		
SRP033104	GSE52477	24367978	PMC4054100
ERP004649			
SRP056004	GSE66706	25892301	PMC4486257
SRP106181			
SRP082970			
SRP151852			
SRP191384	GSE129457	31130514	
SRP081294	GSE85512	27668656	PMC5083212
SRP078147	GSE84181		
SRP152481			
SRP078156		28878238	PMC5587710
SRP121279	GSE106097	30016619	
